# --------------------------------------------------
# nrow : 900
# ncol : 75
# comment : Station list for covariate paper.
# time_generated : 2024-12-16 15:50:36
# author : Julien Lerat, CSIRO Environment
# source_file : D030_high_quality_station_selection.py
# --------------------------------------------------
STATIONID,LONGITUDE[arc_degree],LATITUDE[arc_degree],CATCHMENTAREA[km2],LONGITUDE_DEM[arc_degree],LATITUDE_DEM[arc_degree],ALTITUDE[m],COORDINATE_DEM_TYPE[-],CATCHMENTAREA_DEM[km2],LONGITUDE_CENTROID[arc_degree],LATITUDE_CENTROID[arc_degree],ALTITUDE_OUTLET[m],PATHLENGTH_MEAN[km],PATHLENGTH_MAX[km],ALTITUDE_MEAN[m],ALTITUDE_MIN[m],ALTITUDE_MAX[m],DAMS_WITHIN_CATCHMENT_CAPACITY[Mm3],RELIEF_RATIO[-],LANDUSE2013_PROP_08[-],LANDUSE2013_PROP_05[-],LANDUSE2013_PROP_07[-],LANDUSE2013_PROP_04[-],LANDUSE2013_PROP_06[-],LANDUSE2013_PROP_02[-],LANDUSE2013_PROP_03[-],LANDUSE2013_PROP_01[-],LANDUSE2013_PROP_00[-],IS_VALID[-],STREAMFLOW_NLININTERP[-],STREAMFLOW_NVALID[-],PRECIPITATION_MEAN[mm/yr],E0_MEAN[mm/yr],STREAMFLOW_MEAN[mm/yr],STREAMFLOW_MAX[m3/sec],NORMSTREAMFLOW_MAX[m3/sec/km2],RUNOFF_COEFFICIENT[-],ARIDITY_INDEX[-],CATCHMENTAREA_VALID[km2],NDAYSMAX_ZERO_CONSECUTIVE[day],STATION_COORD_DEM_ERROR[km],GAUGING_MAX_BoM[m3/sec],GAUGING_MAX_PROVIDER[m3/sec],XOUTLET_EPSG28356[m],YOUTLET_EPSG28356[m],XCENTROID_EPSG28356[m],YCENTROID_EPSG28356[m],DISTANCE_OUTLET_TO_CENTROID[km],RATIO_OUTLET_DISTANCE_VS_SQRTAREA[-],RATIO_MAXPATH_VS_SQRTAREA[-],DISTANCE_OUTLET_FROM_COAST[km],DISTANCE_CENTROID_FROM_COAST[km],DURATION[yr],STREAMFLOW_MEAN_AMS_DURATION[yr],STREAMFLOW_MAX_AMS_DURATION[yr],NAME,STATE,DATA_PROVIDER[-],START[-],COMMENT[-],END[-],CONTROL_SECTION[-],BASIN[-],GEOFABRIC_RIVER[-],DAMS_WITHIN_CATCHMENT[-],STATIONID_ALTERNATIVE[-],DATA_AVAILABILITY[-],DAILYMEAN_PROVIDER_QUALITY_ASSESSMENT[-],DAILYMEAN_BOM_QUALITY_ASSESSMENT[-],DAILYMAX_PROVIDER_QUALITY_ASSESSMENT[-],DAILYMAX_BOM_QUALITY_ASSESSMENT[-],STREAMFLOW_MAX_DATE[-],WATER_YEAR_START[-],IS_ARR,CATCHMENTAREA_ARR[km2],GAUGING_RATIO[-]
612014,116.27558,-33.27764,366.10999,116.27750,-33.28000,,1.00000,350.11447,116.41361,-33.23298,245.83070,24.60566,44.87197,291.45645,202.45660,399.90311,,0.22726,0.99805,0.00018,0.00000,0.00177,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,17739.00000,713.67834,1551.32336,12.65546,46.69300,0.12754,0.01773,0.46004,366.10999,329.00000,0.36610,29.68500,29.68500,-3005525.25000,5645092.50000,-2993945.25000,5656002.00000,15.90944,0.83147,2.34514,64.34073,78.97133,48.79945,33.00000,34.00000,Bingham River - Palmer,WA,DWER,1975-01-02 00:00:00,nan,2023-10-21 00:00:00,nan,Collie River,Bingham River (Collie River),nan,612014,streamflow_dailymean_dwer_9am=17825/streamflow_dailymean_bom_9am=17797/streamflow_dailymax_dwer_9am=17825/streamflow_dailymax_bom_9am=17798/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48455/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=101,islin=121,islin=141,islin=108,2012-12-12,JAN,0.00000,,0.63575
612016,116.57446,-33.31510,16.77000,116.57750,-33.31500,,3.00000,13.64004,116.58613,-33.29421,320.50620,4.31654,7.97998,293.52191,256.43149,359.82431,,0.07718,0.68724,0.27160,0.00000,0.04115,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,16756.00000,612.87140,1549.30042,29.95186,9.16000,0.54621,0.04887,0.39558,16.77000,203.00000,0.32635,1.28100,1.28100,-2973986.50000,5652784.00000,-2973829.75000,5655727.50000,2.94805,0.71989,1.94866,96.67772,97.77047,47.74812,28.00000,26.00000,Batalling Creek - Maxon Farm,WA,DWER,1976-01-21 00:00:00,nan,2023-10-21 00:00:00,nan,Collie River,nan,nan,612016,streamflow_dailymean_dwer_9am=16889/streamflow_dailymean_bom_9am=16838/streamflow_dailymax_dwer_9am=16889/streamflow_dailymax_bom_9am=17105/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48436/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=169,discard=552",islin=181,"islin=143,discard=552",islin=130,1982-01-21,JAN,0.00000,,0.13985
612019,116.01635,-33.46075,37.54000,116.02000,-33.46000,,3.00000,31.95435,116.00394,-33.47435,167.10260,5.28118,8.99577,197.88254,130.17349,299.82611,,0.05302,0.99457,0.00000,0.00000,0.00543,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,7333.00000,998.29749,1561.15942,112.58376,16.43100,0.43769,0.11278,0.63946,37.54000,119.00000,0.40398,1.44100,1.44100,-3022335.00000,5612760.50000,-3022896.50000,5610637.50000,2.19590,0.35840,1.46822,43.74515,43.56998,22.00137,20.00000,21.00000,Bussell Brook - Duces Farm,WA,DWER,1977-03-09 00:00:00,nan,1999-03-10 00:00:00,nan,Collie River,nan,nan,612019,streamflow_dailymean_dwer_9am=8037/streamflow_dailymean_bom_9am=8035/streamflow_dailymax_dwer_9am=8037/streamflow_dailymax_bom_9am=8037/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48842/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=870,islin=848,islin=802,islin=746,1996-09-17,JAN,0.00000,,0.08770
612021,116.47002,-33.19464,48.35000,116.46750,-33.19750,,1.00000,49.21184,116.50017,-33.19086,285.01401,8.23525,15.35674,269.82538,202.45660,357.89240,,0.09880,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,7558.00000,690.08179,1579.14795,10.60679,4.99700,0.10335,0.01537,0.43700,48.35000,267.00000,0.45532,1.36700,1.36700,-2990174.25000,5662832.00000,-2987351.75000,5664499.50000,3.27833,0.47147,2.20852,84.87977,88.07339,20.71184,15.00000,16.00000,Bingham River - Stenwood,WA,DWER,1978-07-06 00:00:00,nan,1999-03-23 00:00:00,nan,Collie River,Bingham River (Collie River),nan,612021,streamflow_dailymean_dwer_9am=7566/streamflow_dailymean_bom_9am=7564/streamflow_dailymax_dwer_9am=7566/streamflow_dailymax_bom_9am=7566/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48404/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=10,islin=10,islin=5,islin=5,1982-01-21,OCT,0.00000,,0.27356
612022,115.92194,-33.21960,116.17000,115.92000,-33.22000,,1.00000,106.57267,116.01047,-33.21072,89.45895,16.02520,27.36041,190.84750,67.83080,299.95929,,0.11787,0.82643,0.04651,0.00624,0.00057,0.00000,0.00000,0.01588,0.10437,0.00000,1.00000,0.00000,14249.00000,1064.14795,1527.68762,188.59380,40.62200,0.34968,0.17723,0.69657,116.17000,136.00000,0.21569,11.52200,11.52200,-3043600.25000,5637446.00000,-3035206.50000,5642154.50000,9.62432,0.89294,2.53849,25.97176,35.52709,43.48802,34.00000,34.00000,Brunswick River - Sandalwood,WA,DWER,1980-04-25 00:00:00,nan,2023-10-21 00:00:00,nan,Collie River,Brunswick River (Collie River),nan,612022,streamflow_dailymean_dwer_9am=15883/streamflow_dailymean_bom_9am=15783/streamflow_dailymax_dwer_9am=15883/streamflow_dailymax_bom_9am=15790/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48973/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=2151,discard=2",islin=2053,"islin=1483,discard=2",islin=1461,1982-01-21,JAN,0.00000,,0.28364
612025,116.42582,-33.45567,169.96001,116.42500,-33.45500,,3.00000,169.68906,116.50171,-33.51001,279.50931,15.17124,31.22138,279.00430,228.35770,375.76791,,0.21180,0.79813,0.15653,0.00396,0.04138,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,15065.00000,617.65588,1517.34875,26.34385,20.12000,0.11838,0.04265,0.40706,169.96001,279.00000,0.12272,8.94900,8.94900,-2981959.25000,5630130.50000,-2971807.25000,5626782.50000,10.68983,0.81997,2.39485,84.05130,93.89669,41.35798,31.00000,31.00000,Camballan Creek - James Well,WA,DWER,1982-06-12 00:00:00,nan,2023-10-21 00:00:00,nan,Collie River,nan,nan,612025,streamflow_dailymean_dwer_9am=15107/streamflow_dailymean_bom_9am=15079/streamflow_dailymax_dwer_9am=15107/streamflow_dailymax_bom_9am=15080/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48570/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=55,islin=63,islin=56,islin=39,1996-09-10,JAN,0.00000,,0.44478
612032,115.74866,-33.25378,509.39999,115.74750,-33.25500,,1.00000,565.16730,115.89343,-33.19561,21.08774,27.47442,52.91935,99.64832,7.74715,349.28229,,0.15495,0.45105,0.37497,0.00408,0.13826,0.00088,0.00331,0.00309,0.02437,0.00000,1.00000,0.00000,11066.00000,878.41852,1629.29797,215.68929,169.19701,0.33215,0.24554,0.53914,509.39999,0.00000,0.20085,96.58800,96.58800,-3059193.50000,5626197.50000,-3047625.50000,5639113.00000,17.33885,0.76823,2.34469,7.44930,22.88503,30.29432,25.00000,23.00000,Brunswick River - Cross Farm,WA,DWER,1990-06-02 00:00:00,nan,2020-09-17 00:00:00,nan,Collie River,Brunswick River (Collie River),nan,612032,streamflow_dailymean_dwer_9am=2986/streamflow_dailymean_bom_9am=11065/streamflow_dailymax_dwer_9am=2986/streamflow_dailymax_bom_9am=11067/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26964/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49105/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=0,discard=8081",islin=0,"islin=0,discard=8081",islin=0,2011-08-22,JAN,0.00000,,0.57086
612038,116.32053,-33.39234,793.45001,116.32250,-33.39250,,1.00000,769.26575,116.49863,-33.42258,237.74750,30.15690,53.96306,292.57349,211.17039,379.98749,,0.31965,0.75568,0.16707,0.00811,0.05948,0.00097,0.00000,0.00016,0.00852,0.00000,1.00000,0.00000,8419.00000,616.25201,1506.50183,20.44205,26.05700,0.03284,0.03317,0.40906,793.45001,236.00000,0.21248,17.48000,17.48000,-2995482.00000,5633340.00000,-2976338.50000,5636998.50000,19.48999,0.69191,1.91574,71.09299,90.57677,24.55852,21.00000,21.00000,Collie River - Buckingham Mill,WA,DWER,1999-03-31 00:00:00,nan,2023-10-21 00:00:00,nan,Collie River,Collie River (Collie River),nan,612038,streamflow_dailymean_dwer_9am=8656/streamflow_dailymean_bom_9am=6675/streamflow_dailymax_dwer_9am=8656/streamflow_dailymax_bom_9am=6711/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48521/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=390,discard=315,settozero=19",islin=308,"islin=320,discard=315,settozero=19",islin=251,2005-05-19,JAN,0.00000,,0.67084
612152,115.87337,-33.24127,225.42000,115.87250,-33.24000,,1.00000,210.36490,115.98054,-33.23512,32.29686,18.38918,34.66977,191.27792,30.82462,349.28229,,0.10887,0.75262,0.17395,0.00350,0.00262,0.00204,0.00000,0.00816,0.05711,0.00000,1.00000,0.00000,7957.00000,1042.23096,1581.23962,301.09567,130.78000,0.58016,0.28890,0.65912,225.42000,100.00000,0.18831,95.11800,95.11800,-3047376.50000,5632863.50000,-3036993.75000,5638025.50000,11.59509,0.77229,2.30916,20.81015,32.33351,21.95209,20.00000,20.00000,Brunswick River - Olive Hill,WA,DWER,1961-04-13 00:00:00,nan,1983-03-27 00:00:00,nan,Collie River,Brunswick River (Collie River),nan,612152,streamflow_dailymean_dwer_9am=8019/streamflow_dailymean_bom_9am=8017/streamflow_dailymax_dwer_9am=8019/streamflow_dailymax_bom_9am=8019/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49001/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=81,islin=76,islin=82,islin=116,1964-08-03,JAN,0.00000,,0.72731
612230,116.57952,-33.38110,170.55000,116.58000,-33.38120,,2.00000,161.87585,116.60558,-33.33760,320.89359,11.60121,18.80513,316.01294,240.04691,379.98749,,0.13438,0.49868,0.35259,0.00529,0.14005,0.00340,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,20239.00000,612.47522,1534.91663,39.72430,144.09300,0.84487,0.06486,0.39903,170.55000,172.00000,0.05300,31.18500,31.18500,-2970310.50000,5645176.50000,-2969813.25000,5651375.50000,6.21871,0.47618,1.43996,98.13130,100.25014,56.67351,37.00000,35.00000,Collie River East Trib - James Crossing,WA,DWER,1967-02-17 00:00:00,Adjusting catchment area and coordinates to match site location,2023-10-21 00:00:00,nan,Collie River,nan,nan,612230,streamflow_dailymean_dwer_9am=20664/streamflow_dailymean_bom_9am=20651/streamflow_dailymax_dwer_9am=20664/streamflow_dailymax_bom_9am=20655/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48489/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=576,discard=37",islin=605,"islin=516,discard=37",islin=536,1993-03-19,JAN,0.00000,,0.21642
613002,116.03896,-33.08707,147.21001,116.04000,-33.08750,,3.00000,140.04388,116.08880,-33.00735,332.47681,16.42912,28.32854,305.38965,135.81419,473.30060,,0.08394,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,18628.00000,1040.36072,1538.64722,187.94209,19.80700,0.13455,0.18065,0.67615,147.21001,184.00000,0.12525,19.85699,19.85699,-3038414.00000,5658005.00000,-3037316.50000,5669521.00000,11.56853,0.95348,2.33483,38.30658,44.68753,53.59069,45.00000,45.00000,Harvey River - Dingo Rd,WA,DWER,1970-03-19 00:00:00,Considered as a good quality gauge by CSIRO team.,2023-10-21 00:00:00,nan,Harvey River,nan,nan,613002,streamflow_dailymean_dwer_9am=19575/streamflow_dailymean_bom_9am=19498/streamflow_dailymax_dwer_9am=19575/streamflow_dailymax_bom_9am=19502/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48918/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=1216,islin=1249,islin=905,islin=942,1982-01-21,JAN,0.00000,,1.00252
613007,115.94828,-32.94563,13.57000,115.94750,-32.94250,,3.00000,13.10026,115.97924,-32.94524,122.89620,5.07400,10.82516,198.47939,77.25954,299.93701,,0.04861,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,14487.00000,1246.78662,1480.20044,298.70422,3.71400,0.27369,0.23958,0.84231,13.57000,82.00000,0.41122,1.92400,1.92400,-3054405.75000,5671077.50000,-3051321.00000,5672399.50000,3.35624,0.91109,2.93863,30.75111,34.06283,49.43464,33.00000,30.00000,Bancell Brook - Waterous,WA,DWER,1974-05-15 00:00:00,Unusally high baseflow.,2023-10-21 00:00:00,nan,Harvey River,nan,nan,613007,streamflow_dailymean_dwer_9am=18055/streamflow_dailymean_bom_9am=17956/streamflow_dailymax_dwer_9am=18055/streamflow_dailymax_bom_9am=17962/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49065/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=4339,discard=2",islin=4209,"islin=4785,discard=2",islin=4440,1974-05-28,JAN,0.00000,,0.51804
613013,115.96161,-32.94890,12.50000,115.96250,-32.95000,,3.00000,9.58545,115.98735,-32.94669,162.57790,3.88587,8.53553,212.60851,112.76020,299.93701,,0.04560,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,8382.00000,1293.30347,1499.98218,425.51270,6.03600,0.48288,0.32901,0.86221,12.50000,0.00000,0.17118,1.23180,1.23180,-3052909.50000,5671238.00000,-3050437.00000,5672561.00000,2.80414,0.79313,2.41421,32.09802,34.89344,26.91034,22.00000,21.00000,Bancell Brook - Wagerup,WA,DWER,1952-01-09 00:00:00,nan,1978-12-07 00:00:00,nan,Harvey River,nan,nan,613013,streamflow_dailymean_dwer_9am=9838/streamflow_dailymean_bom_9am=9836/streamflow_dailymax_dwer_9am=9838/streamflow_dailymax_bom_9am=9838/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49056/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=1804,islin=1741,islin=1900,islin=1618,1964-08-03,JAN,0.00000,,0.20408
613018,115.96512,-32.89406,24.42000,115.96500,-32.89500,,3.00000,19.49490,115.99261,-32.91580,224.14481,5.87238,10.72984,258.84445,135.86310,339.96030,,0.05257,0.97059,0.01176,0.00000,0.01765,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,10325.00000,1203.35364,1491.63953,292.85605,4.53700,0.18579,0.24337,0.80673,24.42000,61.00000,0.12156,1.08200,1.08200,-3055236.50000,5677904.50000,-3051417.25000,5676451.00000,4.08643,0.82693,2.17130,33.80531,36.20892,41.55784,22.00000,20.00000,Mcknoes Brook - Urquharts,WA,DWER,1980-01-13 00:00:00,Considered as a good quality gauge by CSIRO team.,2021-08-04 00:00:00,nan,Harvey River,nan,nan,613018,streamflow_dailymean_dwer_9am=11914/streamflow_dailymean_bom_9am=11913/streamflow_dailymax_dwer_9am=11914/streamflow_dailymax_bom_9am=13552/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49052/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=2010,discard=3281",islin=2010,"islin=1777,discard=3281",islin=2986,1985-06-30,JAN,0.00000,,0.23848
613146,115.92197,-32.99772,17.11000,115.92000,-32.99750,,3.00000,16.60648,115.96110,-33.01348,47.27434,6.53282,11.65849,228.24574,47.27434,320.39511,,0.04269,0.85714,0.10299,0.00000,0.00664,0.00000,0.00000,0.03322,0.00000,0.00000,1.00000,0.00000,19594.00000,1155.94653,1479.90369,262.09900,18.12800,1.05950,0.22674,0.78110,17.11000,116.00000,0.21530,2.75520,2.75520,-3054492.50000,5663799.00000,-3049802.00000,5663540.50000,4.69762,1.13567,2.81850,26.92562,30.87895,62.61465,46.00000,46.00000,Clarke Brook - Hillview Farm,WA,DWER,1961-03-10 00:00:00,nan,2023-10-21 00:00:00,nan,Harvey River,nan,nan,613146,streamflow_dailymean_dwer_9am=22871/streamflow_dailymean_bom_9am=22842/streamflow_dailymax_dwer_9am=22871/streamflow_dailymax_bom_9am=22844/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49087/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=3942,islin=3847,islin=3318,islin=3074,1961-06-12,JAN,0.00000,,0.15199
